y		x1		x2		x3
0.481057	0.962530	6.353234	0.566438
2.887504	3.091611	9.144712	4.716277
1.508776	0.721189	8.329026	0.926241
2.313361	0.272806	7.419614	9.755980
2.492193	2.939466	8.110878	9.314769
0.364557	0.430791	7.655817	0.099605
0.270850	0.813037	2.091777	2.064754
-0.946318	1.859300	5.506225	0.185807
2.753352	2.935824	9.098591	6.345326
1.399469	2.050319	9.880298	4.463849
0.580529	1.928998	5.223781	4.588177
1.294511	2.133454	7.716989	3.502439
2.527414	0.181413	7.901045	8.482687
-0.420947	2.947411	0.356163	3.841790
1.119310	0.846000	5.865945	9.465416
1.693137	0.826018	9.820197	9.132341
2.415201	2.743145	7.634921	3.597974
-0.916514	0.989973	0.863919	2.414132
2.183364	0.502986	7.451748	6.069313
0.569786	1.458697	6.457080	3.387731
1.353001	2.685462	2.898642	4.845558
1.257981	2.883539	2.392192	8.658220
2.829743	0.092940	8.809623	5.092021
2.218555	0.225647	7.143303	1.114002
1.573743	2.646299	4.484934	8.495738
2.633214	0.172232	8.838659	8.716932
1.132736	0.757720	5.184531	1.329391
1.755432	2.688829	4.371224	5.382959
2.277557	0.604850	9.641946	5.544361
-1.798397	0.197517	0.093693	2.645370
1.275789	2.422076	6.021939	1.105796
1.783310	0.575291	7.285508	1.206907
1.457029	2.933623	2.949773	9.649126
0.038942	1.303798	3.413893	5.062181
0.427418	1.569270	6.539040	8.026837
2.407150	0.084284	6.133217	6.836527
-1.420739	2.165366	0.779589	0.827083
1.059215	2.080420	6.689922	3.538912
1.978664	0.549187	7.227189	8.100869
0.495803	2.238874	2.855490	4.730837
-1.096212	1.354448	1.140523	4.670102
1.048975	2.215815	5.347860	5.804994
2.464939	0.037522	8.486191	1.061327
-0.620526	1.808806	1.791462	3.750474
-1.828599	0.852717	0.494775	0.594845
1.573092	2.832640	6.195515	0.527559
1.888262	2.619994	6.585195	8.950353
0.747886	0.427661	1.506080	4.525873
0.744332	1.503919	9.834369	9.841069
0.762946	1.928510	6.534952	6.044461
1.315320	2.955116	2.076601	5.690186
-0.024574	1.329778	4.231988	1.289842
0.997808	2.325635	3.963324	4.566798
2.270016	0.013159	5.309697	6.985480
-0.383365	1.625881	2.658526	2.472379
0.544489	2.198264	3.331670	5.739417
-1.623602	1.135872	0.516931	3.461233
0.373805	0.528095	4.939903	0.210866
1.232178	1.155773	9.288005	3.335838
0.920525	0.139606	1.539553	1.704760
1.016559	1.921182	8.775201	6.805986
2.420498	0.265333	7.820991	8.927989
2.558305	0.198040	7.091270	3.283254
1.867571	0.198715	3.534797	3.553268
0.907534	2.459372	2.790429	4.862509
-2.440481	1.059519	0.221058	7.216018
-0.261703	0.830257	1.299053	7.701482
0.574856	1.233473	5.623998	6.344940
1.664369	2.324468	8.749249	7.848359
2.424729	0.424298	8.509606	6.495189
1.712683	3.048623	3.054039	6.704948
0.078140	2.061411	2.979068	1.780453
0.883534	2.436945	2.827389	3.587185
1.661331	2.574478	8.284924	0.721371
-1.033360	2.480095	0.494198	1.312182
-0.022088	0.378368	0.979047	0.946266
-1.727850	1.539157	3.070786	0.177120
1.719126	2.553152	6.039693	8.268249
0.567634	0.068608	7.009899	0.094085
-0.778550	1.498854	1.745637	2.761497
2.261195	0.427714	7.049562	5.719499
1.712191	2.533826	5.514183	5.578637
-1.030202	1.176952	1.004334	5.098558
2.900258	2.993641	9.940749	5.869163
0.511561	1.461068	6.181775	5.284597
1.981967	2.959951	6.833655	0.723016
0.971420	1.576598	9.855905	4.459633
0.265259	0.996560	3.310396	1.489816
0.652842	1.613823	7.711759	6.863355
1.582899	2.416204	5.911346	3.997573
1.037487	0.899533	5.087907	6.140268
0.440358	1.000986	3.312730	5.468441
